activity_code,subject_id,trial,fall_event,source_path,n_samples,sample_rate_hz,inferred_duration_sec,expected_duration_sec,duration_delta_sec
D17,SA09,01,0,data\raw\sisfall\SA09\D17_SA09_R01.txt,4999,200,25.0,25,-0.0
D17,SA09,02,0,data\raw\sisfall\SA09\D17_SA09_R02.txt,5000,200,25.0,25,0.0
D17,SA09,03,0,data\raw\sisfall\SA09\D17_SA09_R03.txt,5000,200,25.0,25,0.0
D17,SA09,04,0,data\raw\sisfall\SA09\D17_SA09_R04.txt,5000,200,25.0,25,0.0
D17,SA09,05,0,data\raw\sisfall\SA09\D17_SA09_R05.txt,5000,200,25.0,25,0.0
D18,SA09,01,0,data\raw\sisfall\SA09\D18_SA09_R01.txt,2399,200,11.99,12,-0.01
D18,SA09,02,0,data\raw\sisfall\SA09\D18_SA09_R02.txt,2400,200,12.0,12,0.0
D18,SA09,03,0,data\raw\sisfall\SA09\D18_SA09_R03.txt,2400,200,12.0,12,0.0
D18,SA09,04,0,data\raw\sisfall\SA09\D18_SA09_R04.txt,2400,200,12.0,12,0.0
D18,SA09,05,0,data\raw\sisfall\SA09\D18_SA09_R05.txt,2400,200,12.0,12,0.0
D19,SA09,01,0,data\raw\sisfall\SA09\D19_SA09_R01.txt,2400,200,12.0,12,0.0
D19,SA09,02,0,data\raw\sisfall\SA09\D19_SA09_R02.txt,2400,200,12.0,12,0.0
D19,SA09,03,0,data\raw\sisfall\SA09\D19_SA09_R03.txt,2400,200,12.0,12,0.0
D19,SA09,04,0,data\raw\sisfall\SA09\D19_SA09_R04.txt,2400,200,12.0,12,0.0
D19,SA09,05,0,data\raw\sisfall\SA09\D19_SA09_R05.txt,2400,200,12.0,12,0.0
F01,SA09,01,1,data\raw\sisfall\SA09\F01_SA09_R01.txt,3000,200,15.0,15,0.0
F01,SA09,02,1,data\raw\sisfall\SA09\F01_SA09_R02.txt,3000,200,15.0,15,0.0
F01,SA09,03,1,data\raw\sisfall\SA09\F01_SA09_R03.txt,3000,200,15.0,15,0.0
F01,SA09,04,1,data\raw\sisfall\SA09\F01_SA09_R04.txt,3000,200,15.0,15,0.0
F01,SA09,05,1,data\raw\sisfall\SA09\F01_SA09_R05.txt,3000,200,15.0,15,0.0
F02,SA09,01,1,data\raw\sisfall\SA09\F02_SA09_R01.txt,3000,200,15.0,15,0.0
F02,SA09,02,1,data\raw\sisfall\SA09\F02_SA09_R02.txt,3000,200,15.0,15,0.0
F02,SA09,03,1,data\raw\sisfall\SA09\F02_SA09_R03.txt,3000,200,15.0,15,0.0
F02,SA09,04,1,data\raw\sisfall\SA09\F02_SA09_R04.txt,3000,200,15.0,15,0.0
F02,SA09,05,1,data\raw\sisfall\SA09\F02_SA09_R05.txt,2999,200,14.99,15,-0.01
F03,SA09,01,1,data\raw\sisfall\SA09\F03_SA09_R01.txt,3000,200,15.0,15,0.0
F03,SA09,02,1,data\raw\sisfall\SA09\F03_SA09_R02.txt,3000,200,15.0,15,0.0
F03,SA09,03,1,data\raw\sisfall\SA09\F03_SA09_R03.txt,3000,200,15.0,15,0.0
F03,SA09,04,1,data\raw\sisfall\SA09\F03_SA09_R04.txt,3000,200,15.0,15,0.0
F03,SA09,05,1,data\raw\sisfall\SA09\F03_SA09_R05.txt,3000,200,15.0,15,0.0
F04,SA09,01,1,data\raw\sisfall\SA09\F04_SA09_R01.txt,3000,200,15.0,15,0.0
F04,SA09,02,1,data\raw\sisfall\SA09\F04_SA09_R02.txt,3000,200,15.0,15,0.0
F04,SA09,03,1,data\raw\sisfall\SA09\F04_SA09_R03.txt,3000,200,15.0,15,0.0
F04,SA09,04,1,data\raw\sisfall\SA09\F04_SA09_R04.txt,3000,200,15.0,15,0.0
F04,SA09,05,1,data\raw\sisfall\SA09\F04_SA09_R05.txt,3000,200,15.0,15,0.0
F05,SA09,01,1,data\raw\sisfall\SA09\F05_SA09_R01.txt,3000,200,15.0,15,0.0
F05,SA09,02,1,data\raw\sisfall\SA09\F05_SA09_R02.txt,3000,200,15.0,15,0.0
F05,SA09,03,1,data\raw\sisfall\SA09\F05_SA09_R03.txt,3000,200,15.0,15,0.0
F05,SA09,04,1,data\raw\sisfall\SA09\F05_SA09_R04.txt,3000,200,15.0,15,0.0
F05,SA09,05,1,data\raw\sisfall\SA09\F05_SA09_R05.txt,3000,200,15.0,15,0.0
F06,SA09,01,1,data\raw\sisfall\SA09\F06_SA09_R01.txt,3000,200,15.0,15,0.0
F06,SA09,02,1,data\raw\sisfall\SA09\F06_SA09_R02.txt,3000,200,15.0,15,0.0
F06,SA09,03,1,data\raw\sisfall\SA09\F06_SA09_R03.txt,3000,200,15.0,15,0.0
F06,SA09,04,1,data\raw\sisfall\SA09\F06_SA09_R04.txt,3000,200,15.0,15,0.0
F06,SA09,05,1,data\raw\sisfall\SA09\F06_SA09_R05.txt,3000,200,15.0,15,0.0
F07,SA09,01,1,data\raw\sisfall\SA09\F07_SA09_R01.txt,2999,200,14.99,15,-0.01
F07,SA09,02,1,data\raw\sisfall\SA09\F07_SA09_R02.txt,3000,200,15.0,15,0.0
F07,SA09,03,1,data\raw\sisfall\SA09\F07_SA09_R03.txt,3000,200,15.0,15,0.0
F07,SA09,04,1,data\raw\sisfall\SA09\F07_SA09_R04.txt,3000,200,15.0,15,0.0
F07,SA09,05,1,data\raw\sisfall\SA09\F07_SA09_R05.txt,3000,200,15.0,15,0.0
F08,SA09,01,1,data\raw\sisfall\SA09\F08_SA09_R01.txt,3000,200,15.0,15,0.0
F08,SA09,02,1,data\raw\sisfall\SA09\F08_SA09_R02.txt,3000,200,15.0,15,0.0
F08,SA09,03,1,data\raw\sisfall\SA09\F08_SA09_R03.txt,3000,200,15.0,15,0.0
F08,SA09,04,1,data\raw\sisfall\SA09\F08_SA09_R04.txt,3000,200,15.0,15,0.0
F08,SA09,05,1,data\raw\sisfall\SA09\F08_SA09_R05.txt,3000,200,15.0,15,0.0
F09,SA09,01,1,data\raw\sisfall\SA09\F09_SA09_R01.txt,3000,200,15.0,15,0.0
F09,SA09,02,1,data\raw\sisfall\SA09\F09_SA09_R02.txt,3000,200,15.0,15,0.0
F09,SA09,03,1,data\raw\sisfall\SA09\F09_SA09_R03.txt,3000,200,15.0,15,0.0
F09,SA09,04,1,data\raw\sisfall\SA09\F09_SA09_R04.txt,3000,200,15.0,15,0.0
F09,SA09,05,1,data\raw\sisfall\SA09\F09_SA09_R05.txt,3000,200,15.0,15,0.0
F10,SA09,01,1,data\raw\sisfall\SA09\F10_SA09_R01.txt,3000,200,15.0,15,0.0
F10,SA09,02,1,data\raw\sisfall\SA09\F10_SA09_R02.txt,3000,200,15.0,15,0.0
F10,SA09,03,1,data\raw\sisfall\SA09\F10_SA09_R03.txt,3000,200,15.0,15,0.0
F10,SA09,04,1,data\raw\sisfall\SA09\F10_SA09_R04.txt,3000,200,15.0,15,0.0
F10,SA09,05,1,data\raw\sisfall\SA09\F10_SA09_R05.txt,3000,200,15.0,15,0.0
F11,SA09,01,1,data\raw\sisfall\SA09\F11_SA09_R01.txt,2999,200,14.99,15,-0.01
F11,SA09,02,1,data\raw\sisfall\SA09\F11_SA09_R02.txt,3000,200,15.0,15,0.0
F11,SA09,03,1,data\raw\sisfall\SA09\F11_SA09_R03.txt,3000,200,15.0,15,0.0
F11,SA09,04,1,data\raw\sisfall\SA09\F11_SA09_R04.txt,3000,200,15.0,15,0.0
F11,SA09,05,1,data\raw\sisfall\SA09\F11_SA09_R05.txt,3000,200,15.0,15,0.0
F12,SA09,01,1,data\raw\sisfall\SA09\F12_SA09_R01.txt,3000,200,15.0,15,0.0
F12,SA09,02,1,data\raw\sisfall\SA09\F12_SA09_R02.txt,3000,200,15.0,15,0.0
F12,SA09,03,1,data\raw\sisfall\SA09\F12_SA09_R03.txt,3000,200,15.0,15,0.0
F12,SA09,04,1,data\raw\sisfall\SA09\F12_SA09_R04.txt,3000,200,15.0,15,0.0
F12,SA09,05,1,data\raw\sisfall\SA09\F12_SA09_R05.txt,3000,200,15.0,15,0.0
F13,SA09,01,1,data\raw\sisfall\SA09\F13_SA09_R01.txt,3000,200,15.0,15,0.0
F13,SA09,02,1,data\raw\sisfall\SA09\F13_SA09_R02.txt,3000,200,15.0,15,0.0
F13,SA09,03,1,data\raw\sisfall\SA09\F13_SA09_R03.txt,3000,200,15.0,15,0.0
F13,SA09,04,1,data\raw\sisfall\SA09\F13_SA09_R04.txt,3000,200,15.0,15,0.0
F13,SA09,05,1,data\raw\sisfall\SA09\F13_SA09_R05.txt,3000,200,15.0,15,0.0
F14,SA09,01,1,data\raw\sisfall\SA09\F14_SA09_R01.txt,3000,200,15.0,15,0.0
F14,SA09,02,1,data\raw\sisfall\SA09\F14_SA09_R02.txt,3000,200,15.0,15,0.0
F14,SA09,03,1,data\raw\sisfall\SA09\F14_SA09_R03.txt,3000,200,15.0,15,0.0
F14,SA09,04,1,data\raw\sisfall\SA09\F14_SA09_R04.txt,3000,200,15.0,15,0.0
F14,SA09,05,1,data\raw\sisfall\SA09\F14_SA09_R05.txt,3000,200,15.0,15,0.0
F15,SA09,01,1,data\raw\sisfall\SA09\F15_SA09_R01.txt,3000,200,15.0,15,0.0
F15,SA09,02,1,data\raw\sisfall\SA09\F15_SA09_R02.txt,3000,200,15.0,15,0.0
F15,SA09,03,1,data\raw\sisfall\SA09\F15_SA09_R03.txt,3000,200,15.0,15,0.0
F15,SA09,04,1,data\raw\sisfall\SA09\F15_SA09_R04.txt,3000,200,15.0,15,0.0
F15,SA09,05,1,data\raw\sisfall\SA09\F15_SA09_R05.txt,3000,200,15.0,15,0.0
D01,SA10,01,0,data\raw\sisfall\SA10\D01_SA10_R01.txt,19999,200,100.0,100,-0.0
D02,SA10,01,0,data\raw\sisfall\SA10\D02_SA10_R01.txt,20000,200,100.0,100,0.0
D03,SA10,01,0,data\raw\sisfall\SA10\D03_SA10_R01.txt,20000,200,100.0,100,0.0
D04,SA10,01,0,data\raw\sisfall\SA10\D04_SA10_R01.txt,20000,200,100.0,100,0.0
D05,SA10,01,0,data\raw\sisfall\SA10\D05_SA10_R01.txt,4999,200,25.0,25,-0.0
D05,SA10,02,0,data\raw\sisfall\SA10\D05_SA10_R02.txt,5000,200,25.0,25,0.0
D05,SA10,03,0,data\raw\sisfall\SA10\D05_SA10_R03.txt,5000,200,25.0,25,0.0
D05,SA10,04,0,data\raw\sisfall\SA10\D05_SA10_R04.txt,5000,200,25.0,25,0.0
D05,SA10,05,0,data\raw\sisfall\SA10\D05_SA10_R05.txt,5000,200,25.0,25,0.0
D06,SA10,01,0,data\raw\sisfall\SA10\D06_SA10_R01.txt,4999,200,25.0,25,-0.0
D06,SA10,02,0,data\raw\sisfall\SA10\D06_SA10_R02.txt,5000,200,25.0,25,0.0
D06,SA10,03,0,data\raw\sisfall\SA10\D06_SA10_R03.txt,5000,200,25.0,25,0.0
D06,SA10,04,0,data\raw\sisfall\SA10\D06_SA10_R04.txt,5005,200,25.02,25,0.02
D06,SA10,05,0,data\raw\sisfall\SA10\D06_SA10_R05.txt,5000,200,25.0,25,0.0
D07,SA10,01,0,data\raw\sisfall\SA10\D07_SA10_R01.txt,2400,200,12.0,12,0.0
D07,SA10,02,0,data\raw\sisfall\SA10\D07_SA10_R02.txt,2400,200,12.0,12,0.0
D07,SA10,03,0,data\raw\sisfall\SA10\D07_SA10_R03.txt,2400,200,12.0,12,0.0
D07,SA10,04,0,data\raw\sisfall\SA10\D07_SA10_R04.txt,2400,200,12.0,12,0.0
D07,SA10,05,0,data\raw\sisfall\SA10\D07_SA10_R05.txt,2400,200,12.0,12,0.0
D08,SA10,01,0,data\raw\sisfall\SA10\D08_SA10_R01.txt,2400,200,12.0,12,0.0
D08,SA10,02,0,data\raw\sisfall\SA10\D08_SA10_R02.txt,2400,200,12.0,12,0.0
D08,SA10,03,0,data\raw\sisfall\SA10\D08_SA10_R03.txt,2400,200,12.0,12,0.0
D08,SA10,04,0,data\raw\sisfall\SA10\D08_SA10_R04.txt,2400,200,12.0,12,0.0
D08,SA10,05,0,data\raw\sisfall\SA10\D08_SA10_R05.txt,2399,200,11.99,12,-0.01
D09,SA10,01,0,data\raw\sisfall\SA10\D09_SA10_R01.txt,2399,200,11.99,12,-0.01
D09,SA10,02,0,data\raw\sisfall\SA10\D09_SA10_R02.txt,2400,200,12.0,12,0.0
D09,SA10,03,0,data\raw\sisfall\SA10\D09_SA10_R03.txt,2400,200,12.0,12,0.0
D09,SA10,04,0,data\raw\sisfall\SA10\D09_SA10_R04.txt,2400,200,12.0,12,0.0
D09,SA10,05,0,data\raw\sisfall\SA10\D09_SA10_R05.txt,2400,200,12.0,12,0.0
D10,SA10,01,0,data\raw\sisfall\SA10\D10_SA10_R01.txt,2400,200,12.0,12,0.0
D10,SA10,02,0,data\raw\sisfall\SA10\D10_SA10_R02.txt,2400,200,12.0,12,0.0
D10,SA10,03,0,data\raw\sisfall\SA10\D10_SA10_R03.txt,2400,200,12.0,12,0.0
D10,SA10,04,0,data\raw\sisfall\SA10\D10_SA10_R04.txt,2400,200,12.0,12,0.0
D10,SA10,05,0,data\raw\sisfall\SA10\D10_SA10_R05.txt,2400,200,12.0,12,0.0
D11,SA10,01,0,data\raw\sisfall\SA10\D11_SA10_R01.txt,2399,200,11.99,12,-0.01
D11,SA10,02,0,data\raw\sisfall\SA10\D11_SA10_R02.txt,2400,200,12.0,12,0.0
D11,SA10,03,0,data\raw\sisfall\SA10\D11_SA10_R03.txt,2400,200,12.0,12,0.0
D11,SA10,04,0,data\raw\sisfall\SA10\D11_SA10_R04.txt,2400,200,12.0,12,0.0
D11,SA10,05,0,data\raw\sisfall\SA10\D11_SA10_R05.txt,2400,200,12.0,12,0.0
D12,SA10,01,0,data\raw\sisfall\SA10\D12_SA10_R01.txt,2400,200,12.0,12,0.0
D12,SA10,02,0,data\raw\sisfall\SA10\D12_SA10_R02.txt,2400,200,12.0,12,0.0
D12,SA10,03,0,data\raw\sisfall\SA10\D12_SA10_R03.txt,2400,200,12.0,12,0.0
D12,SA10,04,0,data\raw\sisfall\SA10\D12_SA10_R04.txt,2400,200,12.0,12,0.0
D12,SA10,05,0,data\raw\sisfall\SA10\D12_SA10_R05.txt,2400,200,12.0,12,0.0
D13,SA10,01,0,data\raw\sisfall\SA10\D13_SA10_R01.txt,2400,200,12.0,12,0.0
D13,SA10,02,0,data\raw\sisfall\SA10\D13_SA10_R02.txt,2400,200,12.0,12,0.0
D13,SA10,03,0,data\raw\sisfall\SA10\D13_SA10_R03.txt,2400,200,12.0,12,0.0
D13,SA10,04,0,data\raw\sisfall\SA10\D13_SA10_R04.txt,2400,200,12.0,12,0.0
D13,SA10,05,0,data\raw\sisfall\SA10\D13_SA10_R05.txt,2400,200,12.0,12,0.0
D14,SA10,01,0,data\raw\sisfall\SA10\D14_SA10_R01.txt,2400,200,12.0,12,0.0
D14,SA10,02,0,data\raw\sisfall\SA10\D14_SA10_R02.txt,2400,200,12.0,12,0.0
D14,SA10,03,0,data\raw\sisfall\SA10\D14_SA10_R03.txt,2400,200,12.0,12,0.0
D14,SA10,04,0,data\raw\sisfall\SA10\D14_SA10_R04.txt,2400,200,12.0,12,0.0
D14,SA10,05,0,data\raw\sisfall\SA10\D14_SA10_R05.txt,2400,200,12.0,12,0.0
D15,SA10,01,0,data\raw\sisfall\SA10\D15_SA10_R01.txt,2400,200,12.0,12,0.0
D15,SA10,02,0,data\raw\sisfall\SA10\D15_SA10_R02.txt,2400,200,12.0,12,0.0
D15,SA10,03,0,data\raw\sisfall\SA10\D15_SA10_R03.txt,2400,200,12.0,12,0.0
D15,SA10,04,0,data\raw\sisfall\SA10\D15_SA10_R04.txt,2400,200,12.0,12,0.0
D15,SA10,05,0,data\raw\sisfall\SA10\D15_SA10_R05.txt,2400,200,12.0,12,0.0
D16,SA10,01,0,data\raw\sisfall\SA10\D16_SA10_R01.txt,2399,200,11.99,12,-0.01
D16,SA10,02,0,data\raw\sisfall\SA10\D16_SA10_R02.txt,2400,200,12.0,12,0.0
D16,SA10,03,0,data\raw\sisfall\SA10\D16_SA10_R03.txt,2400,200,12.0,12,0.0
D16,SA10,04,0,data\raw\sisfall\SA10\D16_SA10_R04.txt,2400,200,12.0,12,0.0
D16,SA10,05,0,data\raw\sisfall\SA10\D16_SA10_R05.txt,2400,200,12.0,12,0.0
D17,SA10,01,0,data\raw\sisfall\SA10\D17_SA10_R01.txt,4999,200,25.0,25,-0.0
D17,SA10,02,0,data\raw\sisfall\SA10\D17_SA10_R02.txt,5000,200,25.0,25,0.0
D17,SA10,03,0,data\raw\sisfall\SA10\D17_SA10_R03.txt,5000,200,25.0,25,0.0
D17,SA10,04,0,data\raw\sisfall\SA10\D17_SA10_R04.txt,5000,200,25.0,25,0.0
D17,SA10,05,0,data\raw\sisfall\SA10\D17_SA10_R05.txt,5000,200,25.0,25,0.0
D18,SA10,01,0,data\raw\sisfall\SA10\D18_SA10_R01.txt,2400,200,12.0,12,0.0
D18,SA10,02,0,data\raw\sisfall\SA10\D18_SA10_R02.txt,2400,200,12.0,12,0.0
D18,SA10,03,0,data\raw\sisfall\SA10\D18_SA10_R03.txt,2400,200,12.0,12,0.0
D18,SA10,04,0,data\raw\sisfall\SA10\D18_SA10_R04.txt,2400,200,12.0,12,0.0
D18,SA10,05,0,data\raw\sisfall\SA10\D18_SA10_R05.txt,2399,200,11.99,12,-0.01
D19,SA10,01,0,data\raw\sisfall\SA10\D19_SA10_R01.txt,2400,200,12.0,12,0.0
D19,SA10,02,0,data\raw\sisfall\SA10\D19_SA10_R02.txt,2400,200,12.0,12,0.0
D19,SA10,03,0,data\raw\sisfall\SA10\D19_SA10_R03.txt,2400,200,12.0,12,0.0
D19,SA10,04,0,data\raw\sisfall\SA10\D19_SA10_R04.txt,2400,200,12.0,12,0.0
D19,SA10,05,0,data\raw\sisfall\SA10\D19_SA10_R05.txt,2400,200,12.0,12,0.0
F01,SA10,01,1,data\raw\sisfall\SA10\F01_SA10_R01.txt,2999,200,14.99,15,-0.01
F01,SA10,02,1,data\raw\sisfall\SA10\F01_SA10_R02.txt,3000,200,15.0,15,0.0
F01,SA10,03,1,data\raw\sisfall\SA10\F01_SA10_R03.txt,3000,200,15.0,15,0.0
F01,SA10,04,1,data\raw\sisfall\SA10\F01_SA10_R04.txt,3000,200,15.0,15,0.0
F01,SA10,05,1,data\raw\sisfall\SA10\F01_SA10_R05.txt,3000,200,15.0,15,0.0
F02,SA10,01,1,data\raw\sisfall\SA10\F02_SA10_R01.txt,3000,200,15.0,15,0.0
F02,SA10,02,1,data\raw\sisfall\SA10\F02_SA10_R02.txt,3000,200,15.0,15,0.0
F02,SA10,03,1,data\raw\sisfall\SA10\F02_SA10_R03.txt,3000,200,15.0,15,0.0
F02,SA10,04,1,data\raw\sisfall\SA10\F02_SA10_R04.txt,3000,200,15.0,15,0.0
F02,SA10,05,1,data\raw\sisfall\SA10\F02_SA10_R05.txt,3000,200,15.0,15,0.0
F03,SA10,01,1,data\raw\sisfall\SA10\F03_SA10_R01.txt,3000,200,15.0,15,0.0
F03,SA10,02,1,data\raw\sisfall\SA10\F03_SA10_R02.txt,3000,200,15.0,15,0.0
F03,SA10,03,1,data\raw\sisfall\SA10\F03_SA10_R03.txt,3000,200,15.0,15,0.0
F03,SA10,04,1,data\raw\sisfall\SA10\F03_SA10_R04.txt,3000,200,15.0,15,0.0
F03,SA10,05,1,data\raw\sisfall\SA10\F03_SA10_R05.txt,3000,200,15.0,15,0.0
F04,SA10,01,1,data\raw\sisfall\SA10\F04_SA10_R01.txt,3000,200,15.0,15,0.0
F04,SA10,02,1,data\raw\sisfall\SA10\F04_SA10_R02.txt,3000,200,15.0,15,0.0
F04,SA10,03,1,data\raw\sisfall\SA10\F04_SA10_R03.txt,3000,200,15.0,15,0.0
F04,SA10,04,1,data\raw\sisfall\SA10\F04_SA10_R04.txt,3000,200,15.0,15,0.0
F04,SA10,05,1,data\raw\sisfall\SA10\F04_SA10_R05.txt,3000,200,15.0,15,0.0
F05,SA10,01,1,data\raw\sisfall\SA10\F05_SA10_R01.txt,3000,200,15.0,15,0.0
F05,SA10,02,1,data\raw\sisfall\SA10\F05_SA10_R02.txt,3000,200,15.0,15,0.0
F05,SA10,03,1,data\raw\sisfall\SA10\F05_SA10_R03.txt,3000,200,15.0,15,0.0
F05,SA10,04,1,data\raw\sisfall\SA10\F05_SA10_R04.txt,3000,200,15.0,15,0.0
F05,SA10,05,1,data\raw\sisfall\SA10\F05_SA10_R05.txt,3000,200,15.0,15,0.0
F06,SA10,01,1,data\raw\sisfall\SA10\F06_SA10_R01.txt,2999,200,14.99,15,-0.01
F06,SA10,02,1,data\raw\sisfall\SA10\F06_SA10_R02.txt,3000,200,15.0,15,0.0
F06,SA10,03,1,data\raw\sisfall\SA10\F06_SA10_R03.txt,3000,200,15.0,15,0.0
F06,SA10,04,1,data\raw\sisfall\SA10\F06_SA10_R04.txt,3000,200,15.0,15,0.0
F06,SA10,05,1,data\raw\sisfall\SA10\F06_SA10_R05.txt,3000,200,15.0,15,0.0
F07,SA10,01,1,data\raw\sisfall\SA10\F07_SA10_R01.txt,3000,200,15.0,15,0.0
F07,SA10,02,1,data\raw\sisfall\SA10\F07_SA10_R02.txt,3000,200,15.0,15,0.0
F07,SA10,03,1,data\raw\sisfall\SA10\F07_SA10_R03.txt,3000,200,15.0,15,0.0
F07,SA10,04,1,data\raw\sisfall\SA10\F07_SA10_R04.txt,3000,200,15.0,15,0.0
F07,SA10,05,1,data\raw\sisfall\SA10\F07_SA10_R05.txt,3000,200,15.0,15,0.0
F08,SA10,01,1,data\raw\sisfall\SA10\F08_SA10_R01.txt,2999,200,14.99,15,-0.01
F08,SA10,02,1,data\raw\sisfall\SA10\F08_SA10_R02.txt,3000,200,15.0,15,0.0
F08,SA10,03,1,data\raw\sisfall\SA10\F08_SA10_R03.txt,2999,200,14.99,15,-0.01
F08,SA10,04,1,data\raw\sisfall\SA10\F08_SA10_R04.txt,3000,200,15.0,15,0.0
F08,SA10,05,1,data\raw\sisfall\SA10\F08_SA10_R05.txt,3000,200,15.0,15,0.0
F09,SA10,01,1,data\raw\sisfall\SA10\F09_SA10_R01.txt,3000,200,15.0,15,0.0
F09,SA10,02,1,data\raw\sisfall\SA10\F09_SA10_R02.txt,3000,200,15.0,15,0.0
F09,SA10,03,1,data\raw\sisfall\SA10\F09_SA10_R03.txt,3000,200,15.0,15,0.0
F09,SA10,04,1,data\raw\sisfall\SA10\F09_SA10_R04.txt,3000,200,15.0,15,0.0
F09,SA10,05,1,data\raw\sisfall\SA10\F09_SA10_R05.txt,3000,200,15.0,15,0.0
F10,SA10,01,1,data\raw\sisfall\SA10\F10_SA10_R01.txt,3000,200,15.0,15,0.0
F10,SA10,02,1,data\raw\sisfall\SA10\F10_SA10_R02.txt,3000,200,15.0,15,0.0
F10,SA10,03,1,data\raw\sisfall\SA10\F10_SA10_R03.txt,3000,200,15.0,15,0.0
F10,SA10,04,1,data\raw\sisfall\SA10\F10_SA10_R04.txt,3000,200,15.0,15,0.0
F10,SA10,05,1,data\raw\sisfall\SA10\F10_SA10_R05.txt,3000,200,15.0,15,0.0
F11,SA10,01,1,data\raw\sisfall\SA10\F11_SA10_R01.txt,2999,200,14.99,15,-0.01
F11,SA10,02,1,data\raw\sisfall\SA10\F11_SA10_R02.txt,3000,200,15.0,15,0.0
F11,SA10,03,1,data\raw\sisfall\SA10\F11_SA10_R03.txt,3000,200,15.0,15,0.0
F11,SA10,04,1,data\raw\sisfall\SA10\F11_SA10_R04.txt,3000,200,15.0,15,0.0
F11,SA10,05,1,data\raw\sisfall\SA10\F11_SA10_R05.txt,3000,200,15.0,15,0.0
F12,SA10,01,1,data\raw\sisfall\SA10\F12_SA10_R01.txt,2999,200,14.99,15,-0.01
F12,SA10,02,1,data\raw\sisfall\SA10\F12_SA10_R02.txt,3000,200,15.0,15,0.0
F12,SA10,03,1,data\raw\sisfall\SA10\F12_SA10_R03.txt,3000,200,15.0,15,0.0
F12,SA10,04,1,data\raw\sisfall\SA10\F12_SA10_R04.txt,3000,200,15.0,15,0.0
F12,SA10,05,1,data\raw\sisfall\SA10\F12_SA10_R05.txt,3000,200,15.0,15,0.0
F13,SA10,01,1,data\raw\sisfall\SA10\F13_SA10_R01.txt,3000,200,15.0,15,0.0
F13,SA10,02,1,data\raw\sisfall\SA10\F13_SA10_R02.txt,3000,200,15.0,15,0.0
F13,SA10,03,1,data\raw\sisfall\SA10\F13_SA10_R03.txt,3000,200,15.0,15,0.0
F13,SA10,04,1,data\raw\sisfall\SA10\F13_SA10_R04.txt,3000,200,15.0,15,0.0
F13,SA10,05,1,data\raw\sisfall\SA10\F13_SA10_R05.txt,3000,200,15.0,15,0.0
F14,SA10,01,1,data\raw\sisfall\SA10\F14_SA10_R01.txt,3000,200,15.0,15,0.0
F14,SA10,02,1,data\raw\sisfall\SA10\F14_SA10_R02.txt,3000,200,15.0,15,0.0
F14,SA10,03,1,data\raw\sisfall\SA10\F14_SA10_R03.txt,3000,200,15.0,15,0.0
F14,SA10,04,1,data\raw\sisfall\SA10\F14_SA10_R04.txt,3000,200,15.0,15,0.0
F14,SA10,05,1,data\raw\sisfall\SA10\F14_SA10_R05.txt,3000,200,15.0,15,0.0
F15,SA10,01,1,data\raw\sisfall\SA10\F15_SA10_R01.txt,3000,200,15.0,15,0.0
F15,SA10,02,1,data\raw\sisfall\SA10\F15_SA10_R02.txt,3000,200,15.0,15,0.0
F15,SA10,03,1,data\raw\sisfall\SA10\F15_SA10_R03.txt,2999,200,14.99,15,-0.01
F15,SA10,04,1,data\raw\sisfall\SA10\F15_SA10_R04.txt,3000,200,15.0,15,0.0
F15,SA10,05,1,data\raw\sisfall\SA10\F15_SA10_R05.txt,3000,200,15.0,15,0.0
D01,SA11,01,0,data\raw\sisfall\SA11\D01_SA11_R01.txt,19999,200,100.0,100,-0.0
D02,SA11,01,0,data\raw\sisfall\SA11\D02_SA11_R01.txt,20000,200,100.0,100,0.0
D03,SA11,01,0,data\raw\sisfall\SA11\D03_SA11_R01.txt,19999,200,100.0,100,-0.0
D04,SA11,01,0,data\raw\sisfall\SA11\D04_SA11_R01.txt,20000,200,100.0,100,0.0
D05,SA11,01,0,data\raw\sisfall\SA11\D05_SA11_R01.txt,4999,200,25.0,25,-0.0
D05,SA11,02,0,data\raw\sisfall\SA11\D05_SA11_R02.txt,5000,200,25.0,25,0.0
D05,SA11,03,0,data\raw\sisfall\SA11\D05_SA11_R03.txt,5000,200,25.0,25,0.0
D05,SA11,04,0,data\raw\sisfall\SA11\D05_SA11_R04.txt,4999,200,25.0,25,-0.0
D05,SA11,05,0,data\raw\sisfall\SA11\D05_SA11_R05.txt,5000,200,25.0,25,0.0
D06,SA11,01,0,data\raw\sisfall\SA11\D06_SA11_R01.txt,4999,200,25.0,25,-0.0
D06,SA11,02,0,data\raw\sisfall\SA11\D06_SA11_R02.txt,5000,200,25.0,25,0.0
D06,SA11,03,0,data\raw\sisfall\SA11\D06_SA11_R03.txt,5000,200,25.0,25,0.0
D06,SA11,04,0,data\raw\sisfall\SA11\D06_SA11_R04.txt,5000,200,25.0,25,0.0
D06,SA11,05,0,data\raw\sisfall\SA11\D06_SA11_R05.txt,5000,200,25.0,25,0.0
D07,SA11,01,0,data\raw\sisfall\SA11\D07_SA11_R01.txt,2400,200,12.0,12,0.0
D07,SA11,02,0,data\raw\sisfall\SA11\D07_SA11_R02.txt,2400,200,12.0,12,0.0
D07,SA11,03,0,data\raw\sisfall\SA11\D07_SA11_R03.txt,2400,200,12.0,12,0.0
D07,SA11,04,0,data\raw\sisfall\SA11\D07_SA11_R04.txt,2400,200,12.0,12,0.0
